NR CRT,NAME,ADDRESS,CATEGORY,DESCRIPTION,COUNTY,LATITUDE,LONGITUDE,RATING
85,"Slănic-Moldova","Bacău, Romania","Attraction","Slănic Moldova is a town and a spa resort in Bacău County, Romania. The town administers two villages, Cerdac and Cireșoaia.","Bacău",45.987401375000005,26.141034437499997,0
86,"poblana near Sărata, Porumbacu de Jos, Romania","N/A","undefined","Porumbacu de Jos (German: Unter-Bornbach; Hungarian: Alsóporumbák) is a commune in Sibiu County, Transylvania, central Romania, first documented in 1473. It is composed of five villages: Colun, Porumbacu de Jos, Porumbacu de Sus, Sărata and Scoreiu.","Bacău",45.73893,24.50384,0
87,"poblana near Sărata, Romania","N/A","undefined","N/A","Bacău",46.5025,26.87692,0
88,"poblana near Sărata, Bistrita, Romania","N/A","undefined","Panticeu (Hungarian: Pancalcseh; German: Bahmischhofen) is a commune in the northern part of Cluj County, Romania. It is composed of five villages: Catalina (Szentkatolnadorna), Cubleasu Someasan (Magyarkoblas), Darja (Magyarderzse), Panticeu and Srata (Sztelke).","Bacău",47.07247,24.43524,0
89,"poblana near Sărata, Ulmeni, Romania","N/A","undefined","Solona is a commune in Baciu County, Romania. It is composed of three villages: Cucuieti, Sarata and Solon.","Bacău",45.06028,26.60804,0
90,"poblana near Sărata, Panticeu, Romania","N/A","undefined","Panticeu (Hungarian: Páncélcseh; German: Böhmischhofen) is a commune in the northern part of Cluj County, Romania. It is composed of five villages: Cătălina (Szentkatolnadorna), Cubleșu Someșan (Magyarköblös), Dârja (Magyarderzse), Panticeu and Sărata (Szótelke).","Bacău",47.05476,23.49824,0
91,"poblana near Sărata, Solonț, Romania","N/A","undefined","Solonț is a commune in Bacău County, Romania. It is composed of three villages: Cucuieți, Sărata and Solonț.","Bacău",46.56737,26.55104,0
92,"poblana near Sărata, Dobreni, Romania","N/A","undefined","N/A","Bacău",46.98815,26.38826,0
93,"Poiana Sărată","Oituz","Administrative Region","Pe 23 februarie va avea loc o întâlnire a wikipediștilor din zona Moldovei în Iași. Detalii și înscrieri în pagina întâlnirii.","Bacău",46.14235,26.45591,0
94,"Școala Primară Poiana Sărată","DN11 607371 Oituz","Educational Facility","N/A","Bacău",46.14312,26.45552,0
95,"Oficiu Poștal Poiana Sărată","DN11 607371 Oituz","Post Office","N/A","Bacău",46.14168,26.45433,0
96,"Strada Poiana Mărului (Strada Poiana Marului)","125300 Râmnicu Sărat","Street or Square","Maria Poiana Sarata guest house is in Poiana Sarata and offers free WiFi internet access, a barbecue and a terrace. A bar is available to guests. Free private parking is available on site. All rooms have a flat-screen TV with satellite channels. Some units have a seating area. Guests can enjoy a cup of coffee or tea while admiring mountain or garden views. The rooms have a private bathroom. Guests have access to the shared kitchen. In the surroundings, guests can practice various activities such as horse riding and cycling. The nearest airport is Bacau International Airport, located 55 km from the property. Couples particularly appreciate this location. They gave him a score of 9.5 for a stay for 2 people. We speak your language!","Bacău",45.38876,27.04431,0
97,"Popas Poiana Sarata.","DN11 Oituz","Restaurant","Sarata Raion (Ukrainian: ???????? ?????) is a raion (district) in Odessa Oblast of Ukraine. It is part of the historical region of Bessarabia. Its administrative center is the urban-type settlement of Sarata. Population: 45,145?(2015 est.)[1]","Bacău",46.12037,26.43007,0
98,"Pensiunea Maria, Poiana Sarata","DN11 607371 Oituz","Motel","Sarata Raion (Ukrainian: ?????????? ?????) is a raion (district) in Odessa Oblast of Ukraine. It is part of the historical region of Bessarabia. Its administrative center is the urban-type settlement of Sarata. Population: 45,145(2015 est.)[1]","Bacău",46.14225,26.45483,0
99,"poblana near Sarata, Saratskyi raion, Ukraine","N/A","undefined","Sarata Raion (Ukrainian: Саратський район) is a raion (district) in Odessa Oblast of Ukraine. It is part of the historical region of Bessarabia. Its administrative center is the urban-type settlement of Sarata. Population: 45,145 (2015 est.)[1]","Bacău",46.02715,29.68357,0
100,"poblana near Sarata, Putylskyi raion, Ukraine","N/A","undefined","Sarata Raion (Ukrainian: Саратський район) is a raion (district) in Odessa Oblast of Ukraine. It is part of the historical region of Bessarabia. Its administrative center is the urban-type settlement of Sarata. Population: 45,145 (2015 est.)[1]","Bacău",47.78685,24.98328,0
101,"Poiana Sărată","Bacău, Romania","Attraction","Oituz (formerly Grozești; Hungarian: Gorzafalva or Ojtoz) is a commune in Bacău County, Romania. It is composed of six villages: Călcâi (Zöldlonka), Ferestrău-Oituz (Fűrészfalva), Hârja (Herzsa), Marginea, Oituz and Poiana Sărată (Sósmező).","Bacău",46.32513266666667,26.188226666666665,0
102,"Târgu Ocna","Bacau","City, Town or Village","Târgu Ocna (Romanian pronunciation: [ˌtɨrɡu ˈokna]) is a town in Bacău County, Romania, situated on the left bank of the Trotuș River, an affluent of the Siret, and on a branch railway which crosses the Ghimeș Pass from Moldavia into Transylvania. Târgu Ocna is built among the Carpathian Mountains on bare hills formed of rock salt. In fact the English translation of Ocna is salt mine.","Bacău",46.28002,26.6052,0
103,"Salina Târgu Ocna","605600 Târgu Ocna","Sights & Museums","N/A","Bacău",46.28799,26.60356,0
104,"Gara Târgu Ocna","Strada Gării 605600 Târgu Ocna","Railway Station","N/A","Bacău",46.27911,26.62599,0
105,"Primăria Târgu Ocna","Strada Trandafirilor 605600 Târgu Ocna","Government or Community Facility","N/A","Bacău",46.27888,26.60597,0
106,"Gara Tîrgu Ocna","Strada Căpitan Bușilă 605600 Târgu Ocna","Railway Station","N/A","Bacău",46.28202,26.60685,0
107,"Poliția Târgu Ocna","Strada Gheorghe Asachi 605600 Târgu Ocna","Police Station","N/A","Bacău",46.27853,26.60496,0
108,"Casa Creanga Targu Ocna","Strada Alexandru Vlahuță 605600 Târgu Ocna","Hotel","N/A","Bacău",46.280998,26.62243,0
109,"Intrarea Târgu Ocna","051321 Bucharest","Street or Square","In celebra statiune bacauana este deschis, de la 1 iunie, singurul strand cu apa sarata din regiunea Moldovei. Baza de agrement este situata la 70 de kilometri de municipiul Bacau, iar turistii gasesc aici o multitudine de modalitati de petrecere a timpului. STIRI PE ACEEASI TEMA Razboiul daco-roman se muta in pasajul rutier Oituz-iStefan Guse Forbes: Cine sunt medicii care se lupt? pe pia?a de fertilizare in vit... Edward Maya ?i Robert Ramirez vin la Bac?u Dac? vre?i s? fugi?i de c?ldura din apartamente ?i de betoanele ?ncinse, o variant? de petrecere a timpului liber poate fi Salina T?rgu Ocna, situat? la poalele mun?ilor Nemira ?i Berzun?i. Vara trecut? a fost inaugurat singurul ?trand cu ap? s?rat? din zon?, unde at?t b?c?uanii, c?t ?i turi?tii din ?ar?, pot ?mbina tratamentul cu relaxarea. Citeste mai mult: /adevarul.ro/locale/bacau/bacau-relaxare-tratament-bazin-targu-ocna-1_50adb27e7c42d5a663993f2f/index.html","Bacău",44.39325,26.05911,0
110,"Alexandra Styl - Tg. Ocna","Strada 9 Mai 605600 Târgu Ocna","Service","N/A","Bacău",46.28053,26.61041,0
111,"Piscina Targu Ocna","DJ116C 605600 Târgu Ocna","Sport Facility/Venue","N/A","Bacău",46.27465,26.59506,0
112,"La Conac Târgu Ocna","605600 Târgu Ocna","Hotel","N/A","Bacău",46.279195,26.597797,0
113,"Cardiomed Târgu Ocna","Strada Ion Slătineanu 605600 Târgu Ocna","Hospital or Healthcare Facility","N/A","Bacău",46.27864,26.61432,0
114,"Pensiunea Elena","Strada Ștefan Constantinescu 14 605600 Târgu Ocna","Hostel","N/A","Bacău",46.27673,26.61505,0
115,"Motelanda Targu Ocna","Strada Costache Negri 605600 Târgu Ocna","Motel","N/A","Bacău",46.27372,26.64047,0
116,"Taxi Vip Targu Ocna.Tel 0747757125","605600 Târgu Ocna","Transport","N/A","Bacău",46.280293,26.609171,0
117,"Scoala Gimnaziala Nr.2 Targu Ocna","Strada Oituz 605600 Târgu Ocna","Educational Facility","N/A","Bacău",46.27821,26.61451,0
118,"Scoala Gimnaziala Nr.1 Tg. Ocna","DN12A 605600 Târgu Ocna","Educational Facility","N/A","Bacău",46.279925,26.608338,0
119,"Fitness 24 Club - Tg. Ocna","Strada Oituz 2 605600 Târgu Ocna","Sport Facility/Venue","Targu Ocna (Romanian pronunciation:[targu okna]) is a town in Bacau County, Romania, situated on the left bank of the Trotu? River, an affluent of the Siret, and on a branch railway which crosses the Ghime? Pass from Moldavia into Transylvania. T?rgu Ocna is built among the Carpathian Mountains on bare hills formed of rock salt. In fact the English translation of Ocna is salt mine.","Bacău",46.27781,26.61336,0
120,"Blue Night Tg.Ocna","DN12A Târgu Ocna","Accommodation","Poiana Ursului este un sat in comuna Metes din judetul Alba, Transilvania, Romania. La recensamantul din 2002 avea o popula?ie de 16 locuitori.","Bacău",46.28018,26.60716,0
121,"Târgu Ocna","Bacău, Romania","Attraction","Târgu Ocna (Romanian pronunciation: [ˌtɨrɡu ˈokna]) is a town in Bacău County, Romania, situated on the left bank of the Trotuș River, an affluent of the Siret, and on a branch railway which crosses the Ghimeș Pass from Moldavia into Transylvania. Târgu Ocna is built among the Carpathian Mountains on bare hills formed of rock salt. In fact the English translation of Ocna is salt mine.","Bacău",46.180035842105276,26.58209031578948,0
122,"Poiana Ursului","Meteș","Administrative Region","N/A","Bacău",46.0911,23.35845,0
123,"Strada Poiana Soarelui","500001 Brasov","Street or Square","N/A","Bacău",45.59876,25.55176,0
124,"Barajul Poiana Uzului","605300 Dărmănești","Tourist Information","N/A","Bacău",46.337861,26.390992,0
125,"Strada Poiana Ursului","500001 Brasov","Street or Square","N/A","Bacău",45.60125,25.5564,0
126,"Strada Poiana Ruia","500001 Brasov","Street or Square","N/A","Bacău",45.59846,25.55404,0
127,"Strada Poiana lui Stechil","500001 Brasov","Street or Square","Strazile Romaniei","Bacău",45.59786,25.56161,0
128,"Drumul Poiana Ursului","014637 Bucharest","Street or Square","N/A","Bacău",44.47538,26.01924,0
129,"Strada Poiana Soarelui","500001 Brasov","Junction","Străzile României","Bacău",45.59516,25.55359,0
130,"Strada Poiana Ruia","500001 Brasov","Junction","N/A","Bacău",45.59818,25.55293,0
131,"Strada Poiana lui Stechil","500001 Brasov","Junction","The page Poiana uzului does not exist. You can ask for it to be created, but consider checking the search results below to see whether the topic is already covered.","Bacău",45.59831,25.55684,0
132,"Strada Poiana Ruia","500001 Brasov","Junction","The page Nemira mountains does not exist. You can ask for it to be created, but consider checking the search results below to see whether the topic is already covered.","Bacău",45.59864,25.55599,0
133,"Poiana Uzului","Bacău, Romania","Attraction","The page Poiana uzului does not exist. You can ask for it to be created, but consider checking the search results below to see whether the topic is already covered.","Bacău",45.60826918181818,25.473803818181818,0
134,"The Nemira Mountains.","Bacău, Romania","Attraction","The page Nemira mountains does not exist. You can ask for it to be created, but consider checking the search results below to see whether the topic is already covered.","Bacău",0,0,0
135,"Oradea City Hall","Piața Unirii 1 410065 Oradea","Government or Community Facility","N/A","Bihor",47.055776,21.928115,0
136,"Gara Centrala Oradea","Oradea","Railway Station","N/A","Bihor",47.06989,21.93547,0
137,"Oradea Shopping City","Oradea","Cinema","N/A","Bihor",47.04335,21.89759,0
138,"City Taxi Oradea","Strada Ștefan Simion 4 410195 Oradea","Transport","N/A","Bihor",47.059444,21.925192,0
139,"Cortina Digiplex Oradea Shopping City","410065 Oradea","Cinema","The page City of oradea does not exist. You can ask for it to be created, but consider checking the search results below to see whether the topic is already covered.","Bihor",47.043537,21.897808,0
